opeid6,level,sector,hbcu,completion_rate_150,share_outstanding_ug_5,cdr3_wgtd,pct25_earn_wne_p10,est_fte,white_share,black_share,hisp_share,asian_share,aian_share,nhpi_share,twomore_share,nra_share,unkn_share
1946,Four-year,Nonprofit 4-year,0,0.42140001,0.889208722,0.0130725,24600,617,0.6333,0.1133,0.1317,0,0.0083,0.0067,0.055,0.0367,0.015
1948,Four-year,Public 4-year,0,0.64780003,0.841286164,0.0197892,32100,23363,0.7078,0.0425,0.0847,0.048,0.0031,0.0009,0.0517,0.057,0.0042
1949,Four-year,Public 4-year,0,0.44209999,1.037500453,0.039779749,26000,5865,0.601451727,0.055817908,0.112064769,0.011658005,0.008229732,0.000931971,0.043837567,0.02984691,0.136061411
1950,Four-year,Public 4-year,0,0.47029999,1.020653328,0.0405025,25100,11341,0.6033,0.0604,0.1257,0.0725,0.0068,0.0009,0.0461,0.0621,0.0222
1951,Four-year,Nonprofit 4-year,0,0.70050001,0.992385797,0.033134099,20100,600,0.9255,0.0264,0.0186,0,0.0062,0,0.0093,0.0093,0.0047
1952,Four-year,Nonprofit 4-year,0,0.62110001,0.843828115,0.038494799,22200,1575,0.7669,0.0432,0.067,0.0175,0.0044,0.0013,0.0219,0.0533,0.0244
1954,Four-year,Nonprofit 4-year,0,0.67330003,0.752230696,0.0261198,30700,3121,0.799,0.0486,0.0398,0.0201,0.002,0.0008,0.0394,0.0133,0.037
1955,Four-year,Nonprofit 4-year,0,0.62819999,0.892263682,0.0103113,19500,1765,0.5387,0.1613,0.1196,0.027,0.0012,0.0006,0.0681,0.0755,0.008
1958,Four-year,Nonprofit 4-year,0,0.34999999,1.013227863,0.060343701,28600,874,0.6275,0.1318,0.0719,0.0142,0.0054,0.0033,0.0098,0.012,0.1242
1959,Four-year,Nonprofit 4-year,0,0.4014,1.017911479,0.038453799,20300,8627,0.6994,0.1352,0.0349,0.0044,0.0036,0.0016,0.0214,0.0718,0.0278
1960,Four-year,Nonprofit 4-year,0,0.38600001,1.127318992,0.0365512,29100,1513,0.6764,0.1759,0.0461,0.0157,0.0031,0,0.0597,0.0042,0.0188
1961,Four-year,Nonprofit 4-year,0,0.81199998,0.646253233,0.0076092,32300,1372,0.7256,0.0533,0.0653,0.0456,0.0021,0.0007,0.0302,0.0646,0.0126
1962,Four-year,Nonprofit 4-year,0,0.32679999,0.991567564,0.026195001,21300,11285,0.3513,0.0224,0.0075,0.0033,0.0017,0.0008,0.005,0.032,0.576
1963,Four-year,Public 4-year,0,0.46779999,1.057541578,0.0533868,22700,12834,0.8447,0.0597,0.0314,0.008,0.0022,0.0007,0.0305,0.0134,0.0094
1964,Four-year,Nonprofit 4-year,0,0.58469999,0.910577867,0.042745601,30000,1270,0.7721,0.0968,0.0375,0.0073,0.0021,0,0.0395,0.0042,0.0406
1965,Four-year,Nonprofit 4-year,0,0.33539999,1.056712529,0.078845203,20200,503,0.6554,0.1733,0.0299,0.002,0.004,0,0.0378,0.0418,0.0558
1968,Four-year,Public 4-year,1,0.1798,1.29336569,0.075553998,16400,1440,0.1768,0.6229,0.0324,0.0138,0.0016,0.0081,0.0422,0.0049,0.0973
1969,Four-year,Nonprofit 4-year,0,0.42039999,0.969726802,0.092749797,26800,743,0.6679,0.1277,0.0192,0.0115,0.0064,0,0.0064,0.0064,0.1545
1972,Four-year,Nonprofit 4-year,0,0.37259999,1.052475898,0.079934403,17700,2523,0.614,0.0971,0.0068,0.0026,0.0021,0.0016,0.0239,0,0.2519
1975,Four-year,Nonprofit 4-year,0,0.3673,1.073087772,0.065870002,21100,1031,0.7568,0.0714,0.083,0.0087,0.0048,0.001,0.0299,0,0.0444
1976,Four-year,Public 4-year,0,0.44580001,1.084582894,0.046930201,20100,7120,0.8849,0.0374,0.0194,0.0048,0.0022,0.0006,0.0209,0.0217,0.008
1977,Four-year,Public 4-year,0,0.55470002,0.967810447,0.038717501,23600,7597,0.8231,0.0628,0.0205,0.0073,0.0015,0.0001,0.0287,0.0271,0.0288
1979,Two-year,Public 2-year,0,0.44819999,1.032366437,0.029628299,14400,3218,0.8099,0.0839,0.0492,0.0056,0.0031,0.0006,0.04,0.002,0.0059
1980,Four-year,Nonprofit 4-year,0,0.29429999,1.04287349,0.071438402,17600,1243,0.842,0.1035,0.0102,0.0065,0.0037,0,0,0.0342,0
1987,Four-year,Nonprofit 4-year,0,0.75449997,0.758147087,0.011734,32500,1259,0.7953,0.0547,0.0385,0.0162,0.001,0,0.0476,0,0.0466
1988,Four-year,Nonprofit 4-year,0,0.26699999,1.100867987,0.1091664,18900,1257,0.6999,0.1406,0.0229,0.002,0.006,0.002,0.0309,0.0867,0.009
1989,Four-year,Public 4-year,0,0.66159999,0.863265835,0.0250632,29300,24030,0.7544,0.075,0.049,0.0279,0.0015,0.0008,0.0395,0.0234,0.0285
1990,Two-year,Public 2-year,0,0.38659999,1.108156682,0.094277702,12600,1831,0.9512,0.0135,0.0085,0.003,0.0025,0.0005,0.0164,0.0005,0.004
1991,Two-year,Public 2-year,0,0.33140001,1.095097705,0.0293517,15100,3594,0.8178,0.0741,0.0482,0.0114,0.0031,0.0017,0.0395,0.001,0.0031
1993,Two-year,Public 2-year,0,0.26969999,1.007667613,0.038784899,14100,890,0.7928,0.1046,0.0438,0.004,0.001,0.001,0.0478,0,0.005
1994,Two-year,Public 2-year,0,0.36000001,1.035698546,0.0309374,14800,1604,0.5852,0.2393,0.0924,0.0131,0.0042,0.0038,0.0408,0.0009,0.0202
1996,Two-year,Public 2-year,0,0.26879999,1.095636295,0.050125498,11800,2066,0.9473,0.0062,0.0091,0.0029,0.0016,0.0004,0.0124,0,0.0202
1997,Two-year,Public 2-year,0,0.27829999,1.115849089,0.0626968,12200,3595,0.9385,0.0117,0.0186,0.0037,0.0018,0.0007,0.0218,0.0009,0.0023
1998,Two-year,Public 2-year,0,0.34009999,1.008183925,0.060059998,11900,1775,0.9197,0.0246,0.0139,0.0032,0.0016,0.0016,0.0209,0,0.0144
1999,Four-year,Public 4-year,0,0.5654,0.944113989,0.0252416,27200,16199,0.7178,0.1157,0.0531,0.0402,0.0012,0.0003,0.0583,0.0126,0.0008
2001,Four-year,Nonprofit 4-year,0,0.48280001,0.914588635,0.042512398,31500,1917,0.7688,0.0918,0.026,0.0057,0.0013,0.0032,0.0551,0.0063,0.0418
2002,Four-year,Public 4-year,0,0.4456,1.060526075,0.039044801,21000,14917,0.7827,0.0914,0.0345,0.0163,0.0024,0.0011,0.0333,0.0326,0.0057
2003,Four-year,Nonprofit 4-year,0,0.6013,0.922051683,0.059436198,29400,603,0.6471,0.1415,0.1048,0.0202,0.0055,0.0018,0.0643,0.0147,0
2004,Four-year,Nonprofit 4-year,1,0.41980001,1.264395245,0.1615707,20000,1323,0.0046,0.8373,0.0008,0.0023,0.0053,0.0023,0.0023,0.0107,0.1345
2005,Four-year,Public 4-year,0,0.45019999,1.063283281,0.055681601,21900,5832,0.6883,0.1892,0.0393,0.0108,0.02,0.0004,0.0254,0.013,0.0135
2006,Four-year,Public 4-year,1,0.32980001,1.319498122,0.1539579,15800,4813,0.0107,0.9012,0.0151,0.0012,0.0015,0.0002,0.0192,0.0462,0.0046
2007,Four-year,Nonprofit 4-year,0,0.29550001,1.025611276,0.1016232,28000,1149,0.6435,0.2495,0.031,0.0086,0.0086,0.0011,0.0332,0.0246,0
2008,Four-year,Public 4-year,0,0.5363,0.939379707,0.021040499,25300,6600,0.7054,0.1304,0.0411,0.0138,0.0044,0.0005,0.0283,0.0203,0.0558
2010,Four-year,Public 4-year,0,0.66570002,0.856334641,0.012564,33400,27275,0.7067,0.1254,0.0672,0.045,0.0044,0.0012,0.0202,0.0188,0.0112
2011,Four-year,Public 4-year,0,0.2965,1.109310522,0.058463998,17800,2508,0.6405,0.1964,0.0236,0.0135,0.0658,0,0.0254,0.0239,0.0108
2012,Two-year,Public 2-year,0,0.1549,1.062465723,0.071289897,18500,2110,0.6591,0.2625,0.0223,0.004,0.0055,0.0004,0.0271,0.0081,0.011
2013,Four-year,Public 4-year,0,0.32519999,1.147383195,0.0327316,21700,5245,0.5223,0.2152,0.0543,0.0156,0.0046,0.0009,0.046,0.0372,0.1039
2015,Four-year,Public 4-year,0,0.36829999,1.038051558,0.031892002,22900,6480,0.4957,0.179,0.1383,0.0887,0.0022,0.0007,0.0506,0.035,0.0098
2016,Four-year,Nonprofit 4-year,0,0.61040002,0.919903587,0.040482,28900,3419,0.4665,0.1667,0.1834,0.0335,0.0049,0.0014,0.0439,0.0234,0.0764
2017,Four-year,Public 4-year,0,0.4517,1.063700285,0.049164001,21500,6665,0.6782,0.1662,0.038,0.0156,0.0051,0.0008,0.0352,0.0606,0.0002
2020,Four-year,Public 4-year,0,0.4375,1.082284612,0.0281941,21100,6991,0.6008,0.2533,0.0248,0.0181,0.0043,0.0003,0.0257,0.0461,0.0265
2021,Four-year,Public 4-year,0,0.44600001,1.124028458,0.059671201,19900,8727,0.5278,0.3168,0.0628,0.0068,0.014,0.0012,0.0413,0.015,0.0144
2023,Four-year,Nonprofit 4-year,0,0.4921,1.114813021,0.056051999,24600,864,0.4577,0.3013,0.1321,0.0336,0.0046,0.0012,0.029,0,0.0406
2024,Four-year,Public 4-year,0,0.39590001,1.036419465,0.0466193,22900,11502,0.6277,0.2177,0.0723,0.0084,0.0029,0.0007,0.0457,0.0139,0.0107
2025,Four-year,Public 4-year,1,0.30419999,1.284066614,0.1163839,21500,6174,0.0228,0.9303,0.0069,0.003,0.0023,0.0004,0.0192,0.0071,0.0078
2026,Four-year,Public 4-year,1,0.25,1.277671799,0.088413604,16400,1962,0.0168,0.7068,0.0064,0.0029,0.0029,0,0,0.0168,0.2474
2029,Four-year,Nonprofit 4-year,0,0.85360003,0.895093699,0.0103752,38100,11645,0.6918,0.0734,0.0768,0.0472,0.0021,0.0021,0.0383,0.0518,0.0165
2031,Four-year,Public 4-year,0,0.48210001,0.993553244,0.034364998,25600,14599,0.6496,0.201,0.0572,0.0234,0.0033,0.0013,0.0231,0.014,0.0271
2032,Four-year,Nonprofit 4-year,1,0.4932,1.197993354,0.052250601,30900,2554,0.0189,0.7985,0.0394,0.0558,0.0012,0.0008,0.0378,0.014,0.0336
2033,Four-year,Public 4-year,0,0.3488,0.972787285,0.044674698,19100,919,0.8154,0.0442,0.024,0.0101,0.019,0.0013,0.024,0.0405,0.0215
2036,Four-year,Nonprofit 4-year,0,0.89240003,0.628039988,0.003094,40000,523,0.7063,0.0513,0.0753,0.0393,0.0011,0.0005,0.0442,0.0775,0.0044
2038,Four-year,Nonprofit 4-year,0,0.94919997,0.50145379,0.00453,42700,1815,0.6077,0.0805,0.1036,0.0751,0.0022,0.0011,0.0647,0.0586,0.0066
2039,Four-year,Nonprofit 4-year,0,0.90490001,0.583405256,0,37400,2300,0.625,0.0415,0.0745,0.078,0.0025,0.0025,0.051,0.099,0.026
2040,Four-year,Public 4-year,0,0.52139997,0.89533522,0.032364201,25300,1776,0.8821,0.0244,0.0275,0.0092,0.0061,0,0.0238,0.0037,0.0232
2041,Four-year,Public 4-year,0,0.4571,0.904057104,0.0266784,19200,962,0.7832,0.0426,0.0329,0.0068,0.0097,0.0029,0.0242,0.0668,0.031
2044,Four-year,Public 4-year,0,0.75739998,0.518936571,0.015987299,50500,1018,0.855,0.0133,0.0327,0.0133,0.0051,0.002,0,0,0.0787
2050,Four-year,Nonprofit 4-year,0,0.625,0.807507161,0.0112872,30400,5545,0.8907,0.0122,0.0025,0.0298,0.0034,0.0013,0.0185,0.0038,0.0378
2051,Four-year,Nonprofit 4-year,0,0.62660003,0.780795656,0.019997999,29300,1869,0.4915,0.0163,0.0198,0.0106,0.0064,0,0,0,0.4554
2052,Four-year,Nonprofit 4-year,0,0.4878,0.948938862,0.054860398,26900,1067,0.6642,0.0358,0.0099,0.0049,0.0025,0,0.0556,0.0309,0.1963
2053,Four-year,Public 4-year,0,0.6027,0.833339866,0.034148701,28100,9649,0.8445,0.0196,0.0411,0.0148,0.008,0.0002,0.0326,0.0192,0.02
2054,Four-year,Public 4-year,0,0.3946,0.96111062,0.029194601,24400,6095,0.7906,0.0663,0.0329,0.0237,0.008,0.0006,0.0362,0.0136,0.0282
2055,Four-year,Public 4-year,0,0.29370001,1.018917357,0.070866004,15300,450,0.8375,0.025,0.0417,0.0063,0.0354,0.0021,0.0208,0.0042,0.0271
2057,Two-year,Public 2-year,0,0.2198,1.035437177,0.060766399,16300,1604,0.7916,0.132,0.0169,0.0065,0.0011,0,0.0333,0.0136,0.0049
2058,Two-year,Public 2-year,0,0.2146,1.082846633,0.0096923,19100,7672,0.5556,0.1791,0.0863,0.0451,0.0044,0.002,0.0492,0.0178,0.0606
2061,Two-year,Public 2-year,0,0.104,0,0,15500,2762,0.0479,0.6782,0.0418,0.0054,0.0017,0.0002,0.0237,0.1832,0.0178
2062,Four-year,Public 4-year,1,0.42140001,1.21554907,0.089943901,27100,5368,0.0194,0.8286,0.0404,0.0131,0.0006,0.0019,0.0402,0.0267,0.0291
2063,Two-year,Public 2-year,0,0.1062,1.124876094,0.02923,19000,11007,0.3801,0.3929,0.0543,0.0626,0.0029,0.0024,0.035,0.0611,0.0089
2064,Two-year,Public 2-year,0,0.28799999,1.040287163,0.0111392,20500,4251,0.5263,0.2758,0.0714,0.0353,0.0056,0.0028,0.06,0.0059,0.0167
2065,Four-year,Nonprofit 4-year,0,0.53130001,1.023676985,0.0274032,33300,1467,0.3856,0.291,0.1293,0.079,0.0012,0,0.0491,0.0132,0.0515
2067,Four-year,Nonprofit 4-year,0,0.3664,1.15595739,0.053433601,19100,952,0.0514,0.4976,0.195,0.0299,0.0024,0.0024,0.0215,0.1256,0.0742
2068,Four-year,Public 4-year,1,0.24240001,1.153075223,0.0991292,23500,2193,0.0224,0.8074,0.0288,0.0039,0.003,0,0.0202,0.0942,0.0202
2071,Two-year,Public 2-year,0,0.2911,0.986699834,0.0115444,20200,3328,0.6087,0.143,0.1412,0.0433,0.0025,0.0016,0.0471,0.0112,0.0016
2072,Four-year,Public 4-year,0,0.51779997,0.969001227,0.0483546,28700,4609,0.5214,0.3308,0.0532,0.0218,0.0021,0.0002,0.0415,0.017,0.0119
2073,Four-year,Nonprofit 4-year,0,0.70899999,0.735474277,0.0221933,27300,1937,0.5351,0.1779,0.1005,0.0427,0,0.002,0.0427,0.025,0.0742
2074,Two-year,Public 2-year,0,0.32319999,0.980640402,0.040606201,18900,2616,0.706,0.1256,0.067,0.0219,0.0025,0.0015,0.0463,0.012,0.0173
2075,Two-year,Public 2-year,0,0.28749999,1.014984645,0.009078,16400,3641,0.6858,0.1681,0.0577,0.0297,0.0034,0.0011,0.038,0.0117,0.0045
2076,Four-year,Nonprofit 4-year,0,0.66170001,0.861150544,0.036509201,28400,1461,0.5757,0.1816,0.1101,0.031,0.0019,0.0009,0.0555,0.0188,0.0245
2077,Four-year,Nonprofit 4-year,0,0.92989999,0.584152187,0.0034804,51100,24866,0.3061,0.071,0.1415,0.2612,0.0013,0.0023,0.0571,0.1056,0.0539
2078,Four-year,Nonprofit 4-year,0,0.79659998,0.6523199,0.010542,46700,5049,0.7648,0.057,0.1049,0.0352,0.0016,0.0003,0.0277,0.0073,0.0013
2080,Four-year,Nonprofit 4-year,0,0.69929999,0.722965321,0.0187068,18900,2246,0.3692,0.0744,0.097,0.1054,0.0006,0.0006,0.0592,0.2582,0.0355
2083,Four-year,Public 4-year,1,0.38940001,1.256067776,0.103806,23400,7286,0.0175,0.7981,0.0336,0.0075,0.0016,0.0005,0.0348,0.0929,0.0136
2086,Four-year,Nonprofit 4-year,0,0.64209998,0.731952749,0.025202701,35000,2385,0.6098,0.1597,0.1213,0.0302,0.0027,0.0044,0.0516,0.0088,0.0115
2089,Two-year,Public 2-year,0,0.1147,1.098594384,0.0308655,22100,7203,0.037,0.7074,0.1299,0.0399,0.0029,0.0008,0.0316,0.0318,0.019
2091,Four-year,Public 4-year,0,0.68489999,0.827433183,0.016678199,34600,8166,0.7061,0.1378,0.0431,0.0364,0.007,0.0017,0.0266,0.0117,0.0296
2092,Four-year,Nonprofit 4-year,0,0.75510001,0.740096428,0.0036323,18700,584,0.616,0.019,0.0506,0.038,0,0,0.0485,0.2257,0.0021
2093,Four-year,Nonprofit 4-year,0,0.63639998,0.758975481,0.024297601,21500,456,0.5313,0.0031,0.1281,0.025,0,0,0.0625,0.2281,0.0219
2095,Four-year,Public 4-year,0,0.79949999,0.68432123,0.0198563,34400,1669,0.7185,0.0917,0.0676,0.0371,0.0013,0.0013,0.052,0.0046,0.026
2099,Four-year,Public 4-year,0,0.72640002,0.834201325,0.017384499,34500,20240,0.539,0.2289,0.0824,0.0634,0.0014,0.0011,0.0514,0.017,0.0155
2102,Four-year,Public 4-year,0,0.36739999,1.118305279,0.035727199,38100,2959,0.3246,0.473,0.0402,0.0467,0.006,0.0064,0.0447,0.0165,0.0418
2103,Four-year,Public 4-year,0,0.86180001,0.681204957,0.0073163,43100,35430,0.4965,0.1164,0.0961,0.1747,0.0011,0.0006,0.0442,0.0475,0.0229
2105,Four-year,Public 4-year,0,0.6839,0.823298328,0.0157458,35100,11449,0.4005,0.1834,0.0777,0.2195,0.0019,0.0013,0.0473,0.0402,0.0281
2106,Four-year,Public 4-year,1,0.38550001,1.232434291,0.084814101,22400,2663,0.095,0.7076,0.0402,0.0165,0.002,0.0008,0.0422,0.0296,0.0662
2107,Four-year,Nonprofit 4-year,0,0.55919999,0.910189004,0.038108699,34300,3275,0.5565,0.2569,0.0619,0.0398,0.0023,0.0016,0.0518,0.0062,0.023
2108,Four-year,Nonprofit 4-year,0,0.68260002,0.638634826,0.023043999,36700,1449,0.7124,0.0939,0.0566,0.0328,0.006,0.0015,0.0015,0.0663,0.0291
2109,Four-year,Nonprofit 4-year,0,0.66589999,0.766712179,0.028267,34600,2211,0.6265,0.1654,0.0707,0.0305,0.0032,0,0.0006,0.0006,0.1025
2114,Four-year,Nonprofit 4-year,0,0.46689999,1.032922583,0.060830899,28900,2524,0.3787,0.2211,0.2073,0.0153,0.0061,0.0077,0.0367,0.0344,0.0926
2115,Four-year,Nonprofit 4-year,0,0.93300003,0.601796662,0.0023254,36200,1932,0.435,0.1073,0.1283,0.1509,0.0049,0,0.0679,0.0814,0.0243
2117,Four-year,Nonprofit 4-year,0,0.46340001,0.931901168,0.054487199,27900,1256,0.6401,0.1415,0.1202,0.0195,0.0088,0,0.015,0.0018,0.0531
2118,Four-year,Nonprofit 4-year,0,0.75309998,0.665360355,0.030954,39900,2355,0.7532,0.0511,0.078,0.0253,0.001,0.001,0.0199,0.0174,0.0531
2120,Four-year,Nonprofit 4-year,0,0.7137,0.659987211,0.0255707,41000,4802,0.7656,0.0323,0.0746,0.0181,0,0.0005,0.0154,0.0244,0.0691
2121,Four-year,Nonprofit 4-year,0,0.91469997,0.467443136,0.0061978,61600,3601,0.3617,0.0449,0.1144,0.1211,0.0008,0.0008,0.025,0.277,0.0542
2122,Four-year,Nonprofit 4-year,0,0.59350002,0.97885169,0.040454399,26800,3077,0.5513,0.1468,0.1999,0.0229,0.0026,0.0005,0.0281,0.0047,0.0432
2123,Four-year,Nonprofit 4-year,0,0.4368,0.974127643,0.057860401,27600,1597,0.6864,0.0783,0.0858,0.0272,0.0029,0.0029,0.0325,0.0099,0.0742
2124,Four-year,Nonprofit 4-year,0,0.88819999,0.448203368,0.0043677,64000,4877,0.5906,0.0373,0.0718,0.0864,0.0002,0.001,0.0235,0.147,0.0421
2126,Four-year,Nonprofit 4-year,0,0.63569999,0.882652845,0.021647099,13900,6639,0.4346,0.0698,0.1015,0.0471,0.0019,0.0017,0.0395,0.2791,0.0248
2128,Four-year,Nonprofit 4-year,0,0.91900003,0.498837784,0.005556,51100,12811,0.5888,0.0408,0.1097,0.1008,0.0002,0.0003,0.0343,0.0779,0.0472
2130,Four-year,Nonprofit 4-year,0,0.88169998,0.630451211,0.0056253,44500,32843,0.3741,0.0412,0.1144,0.1595,0.0005,0.0013,0.0396,0.2139,0.0555
2133,Four-year,Nonprofit 4-year,0,0.88050002,0.581355295,0.008715,39100,6967,0.4613,0.0527,0.083,0.1403,0.0006,0.0017,0.0347,0.1999,0.0259
2139,Four-year,Nonprofit 4-year,0,0.76660001,0.660161371,0.0102752,32900,3235,0.5866,0.04,0.087,0.0777,0.0004,0,0.0258,0.1248,0.0577
2140,Four-year,Nonprofit 4-year,0,0.65979999,0.914147243,0.059195701,30500,1318,0.5546,0.1012,0.1393,0.0177,0,0,0,0.0027,0.1846
2141,Four-year,Nonprofit 4-year,0,0.91610003,0.56462658,0.009198,51300,3128,0.7168,0.0446,0.0999,0.0439,0.001,0.0007,0.0295,0.0312,0.0323
2143,Four-year,Nonprofit 4-year,0,0.53079998,0.813863024,0.043230001,28500,2477,0.6477,0.1183,0.0777,0.026,0.0034,0.0021,0.0269,0.0188,0.079
2144,Four-year,Nonprofit 4-year,0,0.39030001,0.961866347,0.095183998,20500,1249,0.5537,0.138,0.1012,0.0118,0.0039,0.0016,0.04,0.0447,0.1051
2145,Four-year,Nonprofit 4-year,0,0.456,0.907656569,0.066411898,24900,722,0.5106,0.2128,0.1398,0.0274,0.0076,0.003,0.0395,0.0532,0.0061
2146,Four-year,Nonprofit 4-year,0,0.78750002,0.681523921,0.0093456,26600,4747,0.6222,0.0317,0.1302,0.0472,0.0013,0.0005,0.0351,0.1129,0.0189
2147,Four-year,Nonprofit 4-year,0,0.65640002,0.813862239,0.0298998,33300,2233,0.6893,0.0668,0.1159,0.0461,0.002,0.0005,0.0349,0.0152,0.0294
2148,Four-year,Nonprofit 4-year,0,0.76209998,0.581402558,0.0141749,34200,4697,0.8302,0.0162,0.0481,0.0135,0.0016,0.0007,0.0204,0.0181,0.0511
2150,Four-year,Nonprofit 4-year,0,0.2366,1.019175235,0.078486003,20200,1416,0.2642,0.1118,0.1064,0.0115,0.0038,0.0023,0.0191,0.0957,0.3851
2151,Four-year,Nonprofit 4-year,0,0.44859999,0.933919573,0.1310664,27200,584,0.2036,0.3382,0.2691,0.06,0.0055,0.0073,0.0218,0.0164,0.0782
2153,Four-year,Nonprofit 4-year,0,0.70130002,0.635393496,0.0140624,26900,1932,0.6798,0.0465,0.0891,0.0521,0.0006,0,0.0301,0.0917,0.01
2155,Four-year,Nonprofit 4-year,0,0.97710001,0.858497921,0.0001496,55000,25363,0.4054,0.0803,0.1133,0.1922,0.0024,0.0009,0.0687,0.1176,0.0191
2158,Four-year,Nonprofit 4-year,0,0.60790002,0.80678961,0.046022601,28100,1951,0.6691,0.0752,0.097,0.023,0.0012,0.0012,0.0212,0.0606,0.0515
2160,Four-year,Nonprofit 4-year,0,0.6103,0.872273091,0.020811001,22800,3651,0.601,0.0754,0.148,0.0489,0.0019,0.0005,0.0413,0.0365,0.0465
2161,Four-year,Public 4-year,0,0.62919998,0.836535139,0.028397201,34000,14675,0.5986,0.0637,0.1177,0.1146,0.0009,0.0005,0.0312,0.0357,0.0372
2165,Four-year,Nonprofit 4-year,0,0.69050002,0.577631436,0.009969,73000,7019,0.3641,0.0864,0.0801,0.2169,0.0031,0.001,0.0203,0.1554,0.0727
2167,Two-year,Public 2-year,0,0.19329999,1.062992278,0.026921701,14700,977,0.723,0.0874,0.0662,0.0211,0.007,0.0042,0.0317,0.0049,0.0543
2168,Two-year,Public 2-year,0,0.2154,0.967046152,0.01239,16200,1819,0.7166,0.0845,0.0896,0.0267,0.0067,0.0016,0.0574,0,0.0169
2169,Two-year,Public 2-year,0,0.2124,0.902056541,0.024514001,16900,1053,0.7507,0.0504,0.0884,0.0406,0.0026,0.0013,0.0373,0,0.0288
2170,Two-year,Public 2-year,0,0.19939999,0.943513162,0.0406368,17200,3366,0.5724,0.0636,0.2661,0.0263,0.0036,0.0004,0.0335,0.0077,0.0263
2171,Two-year,Public 2-year,0,0.18780001,0.897282979,0.026400501,22800,2840,0.4966,0.1582,0.2082,0.0443,0.004,0.0006,0.0195,0.0206,0.0481
2172,Two-year,Public 2-year,0,0.18260001,0.865170303,0.039788399,18300,2496,0.6791,0.0842,0.1611,0.0231,0.0025,0.0003,0.0163,0.0065,0.0271
2173,Two-year,Public 2-year,0,0.22220001,0.872264983,0.0263252,18600,3494,0.5428,0.1047,0.268,0.0391,0.0018,0.0012,0.035,0.0006,0.0068
2174,Two-year,Public 2-year,0,0.1461,0.953724479,0.037051,17800,3115,0.4421,0.0401,0.4517,0.0239,0.0015,0.0028,0.0143,0.0089,0.0147
2175,Two-year,Public 2-year,0,0.17640001,0.908917406,0.068168797,19600,4667,0.5225,0.1347,0.2072,0.0495,0.0037,0.0009,0.0304,0.0049,0.0462
2176,Two-year,Public 2-year,0,0.2005,0.857198931,0.042119,17300,4726,0.684,0.0908,0.0908,0.0217,0.0026,0.0008,0.0611,0.0003,0.0479
2177,Two-year,Public 2-year,0,0.1707,0.926421143,0.019072,18500,4411,0.4941,0.3145,0.0833,0.0172,0.0033,0.0009,0.0387,0.0046,0.0434
2178,Four-year,Nonprofit 4-year,0,0.94160002,0.358603261,0.0006336,63000,13825,0.3167,0.0615,0.1523,0.2787,0.0013,0.0004,0.0725,0.1004,0.016
2180,Four-year,Public 4-year,0,0.63349998,0.821941335,0.033175699,20900,1874,0.61,0.047,0.1034,0.0815,0.0016,0.0022,0.0153,0.0465,0.0925
2181,Four-year,Public 4-year,0,0.7324,0.471455607,0.006723,56900,2053,0.8724,0.0103,0.0369,0.0121,0.0012,0,0.0236,0.006,0.0375
2183,Four-year,Public 4-year,0,0.60350001,0.873968163,0.043719001,30000,9753,0.7314,0.1136,0.0712,0.0175,0.0014,0.0008,0.0488,0.0048,0.0105
2184,Four-year,Public 4-year,0,0.60979998,0.82170973,0.044018,29300,5512,0.687,0.1084,0.126,0.0224,0.001,0.0002,0.0342,0.0034,0.0174
2185,Four-year,Public 4-year,0,0.56230003,0.771814853,0.033831,30700,5092,0.6259,0.1201,0.1601,0.0294,0.0011,0,0.0426,0.0039,0.0168
2187,Four-year,Public 4-year,0,0.55519998,0.940429472,0.050864398,20100,1393,0.7143,0.0849,0.1,0.0238,0.0032,0.0008,0.0317,0.0048,0.0365
2188,Four-year,Public 4-year,0,0.5783,0.915756123,0.047019601,26400,7227,0.6163,0.098,0.174,0.0309,0.0013,0.0006,0.0309,0.0268,0.0212
2189,Four-year,Public 4-year,0,0.63419998,0.774224731,0.0323008,32400,5529,0.7546,0.0477,0.1006,0.0139,0.0023,0.0002,0.0411,0.0031,0.0364
2190,Four-year,Public 4-year,0,0.56760001,0.834302407,0.031913102,29400,5465,0.6483,0.0879,0.1323,0.0482,0.0036,0.0008,0.028,0.0104,0.0404
2192,Four-year,Nonprofit 4-year,0,0.82660002,0.71275151,0.007088,33000,2501,0.4539,0.0452,0.0726,0.0977,0.0014,0.0018,0.0402,0.2717,0.0155
2194,Four-year,Nonprofit 4-year,0,0.85000002,0.724260628,0.0022799,13300,801,0.3618,0.0247,0.036,0.0854,0,0,0.0404,0.4225,0.0292
2197,Four-year,Nonprofit 4-year,0,0.55449998,0.79654467,0.050329499,33100,1499,0.771,0.0697,0.0834,0.0144,0.0015,0.0008,0.0334,0.0243,0.0015
2199,Four-year,Nonprofit 4-year,0,0.88120002,0.611569576,0.00686087,43500,32142,0.442117886,0.04861748,0.084263008,0.129918699,0.000601626,0.000300813,0.040553659,0.184678049,0.068861382
2201,Four-year,Nonprofit 4-year,0,0.375,1.190223117,0.12516101,24800,398,0.1044,0.3173,0.2731,0.0482,0.0201,0,0.0924,0.012,0.1325
2205,Two-year,Public 2-year,0,0.1628,0.961562537,0.040991701,19700,2662,0.3904,0.2575,0.0961,0.073,0.0028,0.0011,0.027,0.0438,0.1084
